Id,StageName,Status_Reason__c,RecordType.Name,RICE_Supported__c,CreatedDate,CloseDate,AccountId,Lead_Faculty__c,Parent_Opportunity__c,RecordType.Name.1,Industry,Business_Type__c,Is_External__c,ParentId
0062e000002LT9yAAG,0,Other (Lost),Grants,RIC RE&D and BD&I,2020-01-30T05:10:35.000Z,1/7/21,0012e000003A6ElAAK,0012e000002ZGfbAAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002LXcmAAG,0,Other (Lost),Grants,RIC-RE&D,2020-01-31T03:22:13.000Z,31/12/20,0012e000003A6bnAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Federal,External,1
0062e000002LXDoAAO,0,Academic Capacity (Lost),Consultancy (Non-research),RIC-BD&I,2020-01-31T01:58:45.000Z,7/4/20,0012e000003A781AAC,,1,Business Organization,Services,Government: Australia: Federal,External,1
0062e000002LXwcAAG,0,Other (Lost),Grants,RIC-RE&D,2020-01-31T04:21:01.000Z,31/12/20,0012e000003A6ElAAK,0012e000002ZGfbAAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002LyfgAAC,0,Other (Lost),Research Contract,RIC-BD&I,2020-02-07T00:42:08.000Z,31/8/20,,0012e000002ZmnxAAC,1,Business Organization,Services,Not for profit,,1
0062e000002LygjAAC,0,Proposal/Application Unsuccessful,Consultancy (Non-research),RIC-BD&I,2020-02-07T00:45:48.000Z,6/3/20,0012e000003A6voAAC,0012e000002ZmnzAAC,1,Business Organization,Agriculture & Horticulture,PFRO (Publicly-Funded Research Organisation),External,1
0062e000002LyifAAC,0,Academic Capacity (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-02-07T00:50:25.000Z,30/4/20,0012e000003A6xpAAC,,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002LyonAAC,0,Customer No Longer Interested,Consultancy (Non-research),RIC-BD&I,2020-02-07T01:13:22.000Z,1/12/20,0012e000003r5T4AAI,,1,Business Organization,Construction & Construction Materials,SME (small to medium enterprise),External,1
0062e000002Lyp7AAC,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-02-07T01:14:36.000Z,28/5/20,0012e000003A6y5AAC,,1,Business Organization,Services,Not for profit,External,1
0062e000002LyQCAA0,0,Customer Not Responding,Research Contract,RIC-BD&I,2020-02-06T23:57:31.000Z,31/5/20,0012e000003r4ZfAAI,0012e000002ZmnzAAC,1,Business Organization,Veterinary,SME (small to medium enterprise),External,1
0062e000002LyWAAA0,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-02-07T00:15:13.000Z,30/4/20,0012e000003r4nIAAQ,,1,Business Organization,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,External,1
0062e000002LyYaAAK,0,Unacceptable Risk,Custom Education (MSPACE Included),RIC-BD&I,2020-02-07T00:22:27.000Z,7/2/20,0012e000003r4rUAAQ,,1,Business Organization,Veterinary,Large Australian Corporate,External,1
0062e000002M5hoAAC,1,Won,Technology Transfer,RIC-BD&I,2020-02-10T03:46:58.000Z,28/2/20,0012e000003A6k7AAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002M5jpAAC,1,Won,Technology Transfer,RIC-BD&I,2020-02-10T03:51:46.000Z,28/2/20,0012e000003A70jAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002M5yVAAS,0,Other (Lost),Grants,RIC-RE&D,2020-02-10T04:26:27.000Z,31/12/20,0012e000003A6ElAAK,0012e000002ZLg7AAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002M7dFAAS,1,Won,Consultancy (Non-research),RIC-BD&I,2020-02-10T22:16:03.000Z,20/3/20,0012e000004FJLcAAO,0012e000002ZmnxAAC,1,Business Organization,Construction & Construction Materials,SME (small to medium enterprise),External,1
0062e000002M8lxAAC,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2020-02-11T01:45:38.000Z,30/7/20,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002M9yYAAS,0,Failure to Agree - Price,Research Contract,RIC-BD&I,2020-02-11T05:34:26.000Z,31/7/20,,0012e000002ZmnxAAC,1,Business Organization,Services,Not for profit,,1
0062e000002MA0jAAG,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2020-02-11T05:41:55.000Z,31/12/20,0012e000003A6k7AAC,0012e000002ZmnxAAC,1,Business Organization,Health,Large Australian Corporate,External,1
0062e000002MAdbAAG,0,Other (Lost),Research Contract,RIC-BD&I,2020-02-11T10:32:31.000Z,30/4/20,0012e000003A6yCAAS,,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002MaqJAAS,0,Unacceptable Risk,Research Contract,RIC-BD&I,2020-02-19T05:05:47.000Z,30/6/20,,0012e000002ZLgJAAW,1,Business Organization,Services,Not for profit,,1
0062e000002MBxeAAG,1,Won,Custom Education (MSPACE Included),RIC-BD&I,2020-02-11T23:41:10.000Z,5/3/20,0012e000003A6qTAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002MBycAAG,1,Won,Custom Education (MSPACE Included),RIC-BD&I,2020-02-11T23:45:26.000Z,5/3/20,0012e000003A6qTAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002MC0sAAG,0,Other (Lost),Consultancy (Non-research),RIC-BD&I,2020-02-11T23:52:10.000Z,13/5/20,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002Md19AAC,0,Academic Capacity (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-02-19T23:25:08.000Z,30/6/20,0012e000003tE31AAE,0012e000002ZLgJAAW,1,Business Organization,Energy & Utilities,Government: Australia: Local & State,External,1
0062e000002MdacAAC,0,Academic No Longer Interested,Research Contract,RIC-RE&D,2020-02-20T01:14:05.000Z,24/6/20,0012e000003tFYEAA2,,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002ME4dAAG,0,Other (Lost),Internship,RIC-BD&I,2020-02-12T06:08:28.000Z,1/4/20,0012e000003A6yCAAS,,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002ME4EAAW,0,Other (Lost),Philanthropic,RIC-BD&I,2020-02-12T06:06:44.000Z,1/4/20,0012e000003A6yCAAS,,1,Business Organization,Services,Large Australian Corporate,External,1
0062e000002Me5pAAC,0,Not Ready for Market,Research Contract,RIC-BD&I,2020-02-20T02:52:06.000Z,30/10/20,0012e000003tGiPAAU,0012e000002ZLgJAAW,1,Business Organization,Services,Multinational / Other Large Corporate,External,1
0062e000002MEcHAAW,1,Won,Research Contract,RIC-BD&I,2020-02-12T11:51:30.000Z,23/5/20,0012e000003s1neAAA,0012e000002ZLgJAAW,1,Business Organization,Technology: IT & Telephone Services,Multinational / Other Large Corporate,External,1
0062e000002MePkAAK,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2020-02-20T04:03:16.000Z,31/10/20,,0012e000002ZmnxAAC,1,Business Organization,Services,Not for profit,,1
0062e000002MF4eAAG,1,Won,Research Contract,RIC-BD&I,2020-02-12T21:11:17.000Z,28/2/20,0012e000003s4ZPAAY,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002MF5rAAG,1,Won,Consultancy (Non-research),RIC-BD&I,2020-02-12T21:18:28.000Z,28/2/20,0012e000003s4cnAAA,0012e000002Zmo0AAC,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002MF6pAAG,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2020-02-12T21:24:33.000Z,17/4/20,0012e000003A78oAAC,0012e000002Zmo0AAC,1,Business Organization,Mining & Refining,Large Australian Corporate,External,1
0062e000002MFArAAO,0,Other (Lost),Research Contract,RIC-BD&I,2020-02-12T21:42:13.000Z,31/8/20,,0012e000002ZmnxAAC,1,Business Organization,Services,Not for profit,,1
0062e000002MFAXAA4,1,Won,Research Contract,RIC-BD&I,2020-02-12T21:41:55.000Z,14/2/20,0012e000003s4n2AAA,0012e000002Zmo0AAC,1,Business Organization,Services,Not for profit,External,1
0062e000002MFBzAAO,0,Academic No Longer Interested,Research Contract,RIC-BD&I,2020-02-12T21:45:22.000Z,8/1/21,,0012e000002ZmnxAAC,1,Business Organization,Services,Not for profit,,1
0062e000002MfEoAAK,0,Won,Research Contract,RIC-BD&I,2020-02-20T07:05:12.000Z,27/7/20,0012e000003A6aMAAS,0012e000002ZmnxAAC,1,Business Organization,Transportation & Logistics,Not for profit,External,1
0062e000002MFLfAAO,0,Not Ready for Market,Research Contract,RIC-BD&I,2020-02-12T22:24:54.000Z,15/12/20,0012e000003A6xpAAC,,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002Mh2GAAS,1,Won,Research Contract,RIC-BD&I,2020-02-20T23:57:43.000Z,15/5/20,0012e000003A6HVAA0,0012e000002ZmnzAAC,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002MhC1AAK,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2020-02-21T00:06:42.000Z,31/7/20,0012e000003tRB1AAM,,1,Business Organization,Public Administration,Government: International,External,1
0062e000002MHKCAA4,0,Academic Capacity (Lost),Consultancy (Non-research),RIC-BD&I,2020-02-13T04:55:56.000Z,1/5/20,0012e000003A6qZAAS,,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002MJcaAAG,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2020-02-13T23:39:28.000Z,10/4/20,0012e000003A6osAAC,0012e000002ZLg7AAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002MKFaAAO,1,Won,Research Contract,RIC-BD&I,2020-02-14T01:01:37.000Z,17/2/20,0012e000003sHslAAE,0012e000002ZNYOAA4,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002MKn3AAG,0,Academic Capacity (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-02-14T02:52:50.000Z,14/2/20,0012e000003sJCKAA2,0012e000002ZGfbAAG,1,Business Organization,Health,Not for profit,External,1
0062e000002MLDkAAO,0,Other (Lost),Grants,RIC-RE&D,2020-02-14T04:26:46.000Z,31/12/20,0012e000003A6bnAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Federal,External,1
0062e000002MmpSAAS,0,Academic Capacity (Lost),Grants,RIC-BD&I,2020-02-23T21:49:43.000Z,30/7/20,0012e000003A6EjAAK,0012e000002ZmnzAAC,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002MnXGAA0,0,Academic Capacity (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-02-24T00:12:25.000Z,31/7/20,0012e000003A6xpAAC,,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002MpNdAAK,0,Proposal/Application Unsuccessful,Custom Education (MSPACE Included),RIC-BD&I,2020-02-24T04:21:05.000Z,17/11/21,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002MscaAAC,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2020-02-25T01:53:58.000Z,31/3/20,0012e000003zXEGAA2,,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002Msu5AAC,0,Other (Lost),Research Contract,RIC-BD&I,2020-02-25T02:43:42.000Z,22/6/20,,0012e000002ZLgIAAW,1,Business Organization,Services,Not for profit,,1
0062e000002Mt7iAAC,1,Won,Consultancy (Non-research),RIC-BD&I,2020-02-25T03:30:23.000Z,26/3/20,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002MtDMAA0,0,Not Ready for Market,Consultancy (Non-research),RIC-BD&I,2020-02-25T03:48:47.000Z,30/10/20,0012e000003zYrMAAU,,1,Business Organization,"Advertising, Marketing and PR",Multinational / Other Large Corporate,External,1
0062e000002MtZBAA0,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2020-02-25T04:58:18.000Z,31/5/20,0012e000003zaBvAAI,,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002MvIxAAK,0,Academic Capacity (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-02-25T21:50:31.000Z,1/5/20,0012e000003zgWiAAI,0012e000002Zt1RAAS,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002MW80AAG,0,Other (Lost),Grants,RIC-RE&D,2020-02-18T04:51:19.000Z,1/6/20,0012e000003A6ElAAK,0012e000002ZGfbAAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002MWBGAA4,0,Customer Not Responding,Technology Transfer,RIC-BD&I,2020-02-18T05:02:45.000Z,30/6/20,0012e000003ssXdAAI,,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002Mwx6AAC,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2020-02-26T02:20:38.000Z,31/12/20,,0012e000002ZNYOAA4,1,Business Organization,Services,Not for profit,,1
0062e000002MxiqAAC,0,Other (Lost),Grants,RIC-RE&D,2020-02-26T04:50:46.000Z,31/12/20,0012e000003A6bnAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Federal,External,1
0062e000002Mya0AAC,0,Other (Lost),Sponsorship,RIC-BD&I,2020-02-26T10:32:46.000Z,31/8/20,0012e000003A6wlAAC,0012e000002ZLgJAAW,1,Business Organization,Agriculture & Horticulture,Multinational / Other Large Corporate,External,1
0062e000002N1zsAAC,0,Proposal/Application Unsuccessful,Research Contract,RIC-BD&I,2020-02-27T06:01:18.000Z,1/12/20,,0012e000002ZLgIAAW,1,Business Organization,Services,Not for profit,,1
0062e000002N6IXAA0,0,Customer No Longer Interested,Technology Transfer,RIC-BD&I,2020-02-28T04:27:13.000Z,31/10/20,0012e0000040AduAAE,0012e000002ZmnxAAC,1,Business Organization,Materials: Chemicals & Industrial Metals,Multinational / Other Large Corporate,External,1
0062e000002N6SNAA0,1,Won,Research Contract,RIC RE&D and BD&I,2020-02-28T04:57:53.000Z,13/5/20,0012e000003A6x8AAC,0012e000002ZmnxAAC,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002ND3RAAW,0,Academic No Longer Interested,Research Contract,RIC-BD&I,2020-03-02T03:07:23.000Z,31/3/21,,0012e000002ZLgIAAW,1,Business Organization,Services,Not for profit,,1
0062e000002NHCrAAO,1,Won,Research Contract,RIC-BD&I,2020-03-03T02:01:54.000Z,9/3/20,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002NHDfAAO,1,Won,Research Contract,RIC-BD&I,2020-03-03T02:03:36.000Z,9/3/20,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002NHpuAAG,0,Academic Capacity (Lost),Competitive Bid,RIC-BD&I,2020-03-03T03:41:27.000Z,30/6/20,0012e000003A6qTAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002NHQXAA4,0,Other (Lost),Research Contract,RIC-BD&I,2020-03-03T02:36:20.000Z,31/12/21,,0012e000002ZNYOAA4,1,Business Organization,Services,Not for profit,,1
0062e000002NIHKAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-03-03T04:34:26.000Z,29/5/20,0012e000003A6F2AAK,,1,Business Organization,Services,Government: Australia: Federal,External,1
0062e000002NIIzAAO,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-03-03T04:36:40.000Z,29/5/20,0012e000003A6osAAC,,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002NILWAA4,0,Other (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-03-03T04:41:37.000Z,12/6/20,0012e000003A6gfAAC,,1,Business Organization,Services,Government: Australia: Federal,External,1
0062e000002NIOaAAO,0,Academic Capacity (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-03-03T04:45:36.000Z,19/6/20,0012e0000040jSOAAY,,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002NljAAAS,0,Academic No Longer Interested,Consultancy (Non-research),RIC-BD&I,2020-03-09T01:59:47.000Z,2/7/20,0012e000003A6y5AAC,,1,Business Organization,Services,Not for profit,External,1
0062e000002NMsMAAW,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2020-03-04T00:54:07.000Z,5/6/20,0012e000003A6nmAAC,,1,Business Organization,Public Administration,Government: International,External,1
0062e000002NmuaAAC,0,Academic Capacity (Lost),Consultancy (Non-research),RIC-BD&I,2020-03-09T06:15:54.000Z,13/5/20,0012e000004FkyvAAC,,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002Nmy3AAC,0,Academic Capacity (Lost),Consultancy (Non-research),RIC-BD&I,2020-03-09T06:32:50.000Z,10/6/20,0012e000003A6qZAAS,,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002NoL8AAK,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2020-03-09T21:38:17.000Z,31/3/20,0012e000004Fok1AAC,0012e000002ZGfbAAG,1,Business Organization,Health,Not for profit,External,1
0062e000002NpGqAAK,1,Won,Consultancy (Non-research),RIC-BD&I,2020-03-10T00:44:38.000Z,17/4/20,0012e000003A76NAAS,0012e000002ZmnzAAC,1,Business Organization,Agriculture & Horticulture,Government: Australia: Federal,External,1
0062e000002NRieAAG,0,Other (Lost),Research Contract,RIC-BD&I,2020-03-04T23:46:24.000Z,5/6/20,0012e000004EwYtAAK,,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002NSgYAAW,1,Won,Research Contract,RIC-BD&I,2020-03-05T02:17:37.000Z,13/3/20,0012e000003A716AAC,0012e000002ZLg7AAG,1,Business Organization,Defence,Government: Australia: Federal,External,1
0062e000002NsqmAAC,0,Other (Lost),Research Contract,RIC-BD&I,2020-03-10T21:48:23.000Z,25/11/20,0012e000003A6xpAAC,0012e000002ZmnxAAC,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002NuttAAC,0,Other (Lost),Grants,Not supported,2020-03-11T02:55:04.000Z,29/7/20,0012e000003A79XAAS,0012e000002ZLgJAAW,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002NXCMAA4,0,Academic Capacity (Lost),Research Contract,RIC-BD&I,2020-03-05T23:56:32.000Z,19/6/20,0012e000003A6xWAAS,,1,Business Organization,Manufacturing & R&D,PFRO (Publicly-Funded Research Organisation),External,1
0062e000002NXMTAA4,1,Won,Custom Education (MSPACE Included),RIC-BD&I,2020-03-06T00:19:51.000Z,29/4/20,0012e000003A6xpAAC,0012e000002ZNYOAA4,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002NyBcAAK,0,Proposal/Application Unsuccessful,Custom Education (MSPACE Included),RIC-BD&I,2020-03-12T00:29:28.000Z,25/11/21,0012e000003A6qZAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002NYOzAAO,1,Won,Consultancy (Non-research),RIC-BD&I,2020-03-06T02:19:24.000Z,3/4/20,0012e000004FK7jAAG,0012e000002ZmnxAAC,1,Business Organization,Technology: IT & Telephone Services,SME (small to medium enterprise),External,1
0062e000002NYqjAAG,0,Other (Lost),Grants,RIC-RE&D,2020-03-06T03:40:21.000Z,31/12/20,0012e000003A6VZAA0,0012e000002ZGfbAAG,1,Business Organization,Health,PFRO (Publicly-Funded Research Organisation),External,1
0062e000002NYskAAG,0,Academic Capacity (Lost),Custom Education (MSPACE Included),RIC-BD&I,2020-03-06T03:44:04.000Z,1/6/20,0012e000003A6qHAAS,0012e000002ZmOZAA0,1,Business Organization,Services,University,External,1
0062e000002NYXhAAO,0,Academic No Longer Interested,Research Contract,RIC-BD&I,2020-03-06T02:41:39.000Z,30/9/20,,0012e000002ZLgIAAW,1,Business Organization,Services,Not for profit,,1
0062e000002O2IbAAK,0,Proposal/Application Unsuccessful,Research Contract,RIC-BD&I,2020-03-12T23:03:14.000Z,29/10/20,0012e000003A76OAAS,0012e000002ZLg7AAG,1,Business Organization,Services,University,External,1
0062e000002O2oMAAS,1,Won,Research Contract,Not supported,2020-03-13T00:47:12.000Z,16/3/20,0012e000003syfYAAQ,0012e000002ZLgJAAW,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002O8cUAAS,0,Customer No Longer Interested,Grants,RIC-BD&I,2020-03-15T23:52:44.000Z,30/7/20,0012e000003A6EjAAK,0012e000002Zt0MAAS,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002O8fJAAS,0,Other (Lost),Grants,RIC-BD&I,2020-03-16T00:02:05.000Z,30/7/20,0012e000003A6EjAAK,0012e000002Zt0MAAS,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002O8nXAAS,0,Customer No Longer Interested,Grants,RIC-BD&I,2020-03-16T00:23:38.000Z,30/7/20,0012e000003A6EjAAK,0012e000002Zt0MAAS,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002O8XPAA0,0,Customer Not Responding,Research Contract,RIC-BD&I,2020-03-15T23:35:13.000Z,30/6/20,0012e000004Gh9FAAS,0012e000002ZmnxAAC,1,Business Organization,Energy & Utilities,SME (small to medium enterprise),External,1
0062e000002O9iaAAC,0,Academic Capacity (Lost),Research Contract,RIC-RE&D,2020-03-16T02:30:46.000Z,29/9/20,0012e000003A6dbAAC,,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002OAbjAAG,0,Other IP Issue,Technology Transfer,RIC-BD&I,2020-03-16T05:20:00.000Z,6/7/20,0012e000004Glm7AAC,0012e000002ZLgIAAW,1,Business Organization,Construction & Construction Materials,SME (small to medium enterprise),External,1
0062e000002OAsfAAG,0,Other (Lost),Grants,RIC RE&D and BD&I,2020-03-16T06:36:45.000Z,30/10/20,0012e000003A6ElAAK,0012e000002ZLg7AAG,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002OCHZAA4,1,Won,Research Contract,RIC-BD&I,2020-03-16T22:32:40.000Z,17/3/20,0012e000004GqxCAAS,0012e000002ZNYOAA4,1,Business Organization,Public Administration,Not for profit,External,1
0062e000002OCPTAA4,1,Won,Competitive Bid,RIC-BD&I,2020-03-16T23:00:31.000Z,27/5/20,0012e000004Gr9hAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Not for profit,External,1
0062e000002ODqKAAW,0,Academic No Longer Interested,Competitive Bid,RIC-BD&I,2020-03-17T03:05:48.000Z,31/7/20,0012e000003A6xpAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002OEdqAAG,0,Failure to Agree - Price,Technology Transfer,RIC-BD&I,2020-03-17T06:14:26.000Z,30/9/20,0012e000004GvbGAAS,0012e000002ZLg7AAG,1,Business Organization,Manufacturing & R&D,SME (small to medium enterprise),External,1
0062e000002OFDrAAO,0,Academic No Longer Interested,Technology Transfer,RIC-BD&I,2020-03-17T11:04:36.000Z,30/6/20,0012e000003A6rSAAS,0012e000002ZGfbAAG,1,Business Organization,Health,Multinational / Other Large Corporate,External,1
0062e000002OFEaAAO,1,Won,Technology Transfer,RIC-BD&I,2020-03-17T11:13:54.000Z,10/5/20,0012e000003A71lAAC,0012e000002ZmnxAAC,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002OFGbAAO,0,Other (Lost),Technology Transfer,RIC-BD&I,2020-03-17T11:31:46.000Z,31/8/20,0012e000003A6w9AAC,0012e000002ZGfbAAG,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002OFH5AAO,1,Won,Technology Transfer,RIC-BD&I,2020-03-17T11:37:42.000Z,31/3/20,0012e000003A71lAAC,0012e000002ZmnxAAC,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002OFISAA4,0,Customer Not Responding,Technology Transfer,RIC-BD&I,2020-03-17T11:48:56.000Z,31/8/20,0012e000003A6rLAAS,0012e000002ZGfbAAG,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002OMbEAAW,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2020-03-19T05:09:37.000Z,1/12/20,,0012e000002ZmnxAAC,1,Business Organization,Services,Not for profit,,1
0062e000002OqsnAAC,1,Won,Research Contract,RIC-BD&I,2020-03-26T11:57:12.000Z,10/4/20,0012e000003A6qVAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002OqtqAAC,1,Won,Research Contract,RIC-BD&I,2020-03-26T11:53:15.000Z,10/4/20,0012e000003A6qVAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002OqvHAAS,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2020-03-26T12:17:26.000Z,30/6/20,0012e000003A6qTAAS,0012e000002Zmo0AAC,1,Business Organization,Services,Government: Australia: Local & State,External,1
0062e000002ORgwAAG,0,Academic Capacity (Lost),Panel,RIC-BD&I,2020-03-20T04:28:10.000Z,12/6/20,0012e000003A6kcAAC,,1,Business Organization,Public Administration,Government: Australia: Local & State,External,1
0062e000002ORv6AAG,0,Customer No Longer Interested,Grants,RIC-BD&I,2020-03-20T05:11:22.000Z,30/7/20,0012e000003A6EjAAK,0012e000002ZLgIAAW,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002OYH5AAO,1,Won,Custom Education (MSPACE Included),RIC-BD&I,2020-03-23T03:51:53.000Z,15/6/20,0012e000003A77sAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Government: Australia: Local & State,External,1
0062e000002OyzfAAC,0,Customer Not Responding,Research Contract,RIC-BD&I,2020-03-30T01:11:10.000Z,30/6/20,0012e000004JH40AAG,,1,Business Organization,Services,SME (small to medium enterprise),External,1
0062e000002OzAxAAK,0,Academic No Longer Interested,Grants,RIC-BD&I,2020-03-30T01:41:00.000Z,30/11/20,0012e000003A79XAAS,0012e000002ZmOZAA0,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002P3KYAA0,0,Customer No Longer Interested,Grants,RIC-BD&I,2020-03-31T03:25:18.000Z,30/4/20,0012e000003A6EjAAK,0012e000002ZLgIAAW,1,Business Organization,Public Administration,Government: Australia: Federal,External,1
0062e000002P3oYAAS,0,Customer No Longer Interested,Research Contract,RIC-BD&I,2020-03-31T05:25:24.000Z,31/5/20,0012e000004JXSNAA4,0012e000002ZGfbAAG,1,Business Organization,Health,Multinational / Other Large Corporate,External,1
0062e000002P45UAAS,0,Customer No Longer Interested,Custom Education (MSPACE Included),RIC-BD&I,2020-03-31T06:39:58.000Z,26/2/21,0012e000003A6mSAAS,0012e000002ZLgIAAW,1,Business Organization,Energy & Utilities,Multinational / Other Large Corporate,External,1
0062e000002P4cJAAS,1,Won,Research Contract,RIC-BD&I,2020-03-31T10:49:36.000Z,31/3/20,0012e000003A76tAAC,0012e000002ZGfbAAG,1,Business Organization,Health,Multinational / Other Large Corporate,External,1
0062e000002P4SJAA0,1,Won,Technology Transfer,RIC-BD&I,2020-03-31T09:20:40.000Z,31/3/20,0012e000003A71lAAC,0012e000002ZmnxAAC,1,Business Organization,Health,SME (small to medium enterprise),External,1
0062e000002P5gZAAS,0,Failure to Agree - Scope of Work,Custom Education (MSPACE Included),RIC-BD&I,2020-03-31T22:33:57.000Z,31/5/20,0012e000003A6GQAA0,0012e000002ZmnzAAC,1,Business Organization,Agriculture & Horticulture,Not for profit,External,1
